start	end	text
643660	648240	The configuration is configured in Q-system
648240	651160	and ready for testing, okay?
651160	651460	Test.
651700	655080	Ready for testing,这个是动词,
655660	659420	For testing,就是可以准备用来做测试了。
659420	663260	好,第三句, there is another team.
668900	670900	Dependency.
671900	672820	Very good.
673440	674220	Yeah, very good.
674860	675380	Bingo.
677500	680260	第四句, we need some more from the business user.
681780	684860	We need the survey.
684860	689980	OK,we need a survey,we need to collect什么?
689980	697660	Collect business requirements
697660	700220	from the business user,对吧?
700220	702260	还有可以什么?这里是个动词
702260	705860	我们来看看答案
705860	707380	We need什么?
707380	710980	Requirement
710980	714820	可以,名词也可以
714820	716820	Problem
717580	718580	是
719100	721100	你怎么需要Problem呢
721820	724300	Classification
724860	730940	Classification就是清晰明明确
731300	734020	或者We need confirmation可以吧
735300	738260	We need clarification from the business user
738260	740300	好 这个是project status
740500	743180	比如说I need further help from business
743180	747280	OK, I need clarification from the business user, OK?
748420	751080	好,那你说 I cannot finish the project
751480	757020	because it is a dependency on another team, OK?
757420	760280	你就前面可以讲一下子,你说
760880	764180	KT, the configuration is completed
764180	768080	and ready for your testing, ready for your test,
768320	770080	ready for testing, OK?
770480	772280	好,那我们在meeting上面的话呢
773180	780940	好,那我们在meeting的话,我们来讲一些句子,看看,或是check一下你的词汇量。
782420	785180	Let's submit the process step by step.
787080	787640	Test.
789020	792320	OK,Let's test the process step by step.
792440	792840	还有呢?
795340	800360	Let's talk,Let's discuss the step,the process step by step,可以吧?
803180	805180	Documental
805180	806920	也可以
806920	809900	好 那这里呢就是
809900	810820	work through
810820	811520	记得吗
811520	814200	我们是不是要跟这个
814200	815860	Ababa要work through the
815860	816880	functional什么
816880	818940	specs
818940	819480	对吧
819480	820340	work through
820340	822160	Let's work through the process
822160	824160	Let's discuss the process
824160	825440	step by step
825440	826460	就是work through
826460	829020	就是一步一步的这么过一遍
829020	830780	好
830780	831720	下面
831720	832560	KT
832560	835100	这个是我天天讲了
835100	836840	每次一上课的时候
836840	837940	你刚刚一讲了
837940	839500	谢儿
839500	840980	非常好
840980	842480	那今天开会的时候
842480	845700	我们就天天跟这个印度人开会的时候
845700	846300	我就说
846300	848380	Can you share your screen?
851140	851700	OK
851700	852940	Can you share your screen?
853220	854780	好
854780	855560	下面一个
855560	855960	Katy
855960	861820	OK
862560	864560	總結怎麼說?
864560	868560	Do you want me to
872560	876560	summarize
880560	882560	Okay, do you want to summarize
886560	888560	the key points? Okay, very good.
888560	890560	Key points就是關鍵點,對吧?
890560	894660	好,what's the,这个我也说过,这经常也说过,
895340	897620	what's什么什么 reason,或者what's the,
898420	904160	what's the什么 reason of the ticket,
908060	910440	或者what's the rule,那我就讲吧,
911720	914100	根本原因,what's the root course,
914100	917780	学过没有,root,学过没有,
917780	919780	好,根本的,学过。
919780	923140	root reason, root cause of the issue.
923140	924420	Okay, what's the root cause?
924420	926780	What's the root reason of the issue?
926780	928340	根本原因是什么?
928340	933620	Oh, so finally we found the root cause of the customer program.
933620	936660	Okay, so for example, just now I gave you an example.
936660	942660	So the developer just copied the program from the legacy system.
944500	947460	So actually some code, we don't need some code.
947460	950580	OK,so we should remove some code but they still keep there.
951660	954460	So when they have some bad data in system,
954660	957700	so that those bad data were validated,
957820	959460	just being ,
959780	962420	So system will pop up the error message.
962700	966860	OK,so in such case, I issued a ticket.
967620	969220	I find the root course,
971260	973620	Root course and I find the reason.
973660	977260	OK,and then I issue a ticket today.
977460	988900	And also, I walk through the program step by step with my developer or ABAPER, right?
988900	991040	就可以串起来讲,OK?
993360	1000840	好,在下面,escaleration,那就是升级,或者有issue的话,解决不了的这种issue的话,我们就要去做一个升级,对吧?
1001320	1005060	会跟这个领导去汇报。
1005060	1007500	OK
1007500	1008300	好
1008300	1009400	如果有issue的时候
1009400	1010520	我们这里想一下怎么说
1010520	1017060	block
1017060	1018460	block
1018460	1019620	roadblock
1019620	1021640	roadblock就是阻止你的事情
1021640	1023240	那blocker就是也是阻止
1023240	1024020	阻止的人
1024020	1025640	比如说你有一些问题啊
1025640	1026960	就是我们也可以说
1026960	1027840	anyblock
1027840	1028960	anyblocker
1028960	1031760	就是你有任何的这个阻止你的吗
1031760	1034400	we meet a blocker
1034400	1036800	that may impact the timeline
1037300	1038800	OK 可以 還有呢
1039500	1040700	可不可以 encounter
1041800	1042900	或者發現
1045300	1046300	發現怎麼說
1047200	1048100	I 什麼
1051000	1052000	Yeah very good
1053700	1057800	大聲說 我聽到了你說 identify 對吧
1058200	1059200	這個過去詞
1059400	1062000	We identified a blocker
1062000	1064560	或者说 we found a blocker,可以吧?
1065760	1068260	或者说 we encountered a blocker, right?
1069020	1070860	就是遇到了,可以吧?
1070940	1073020	对,都可以,我们想想。
1073020	1074600	We think in English, okay?
1075140	1077880	We need什么 from the functional consultant?
1083580	1085140	We need help,可以吧?
1087840	1089120	We need a solution.
1089120	1091120	可以。
1091120	1093120	可以。
1093120	1095120	我們需要什麼
1095120	1097120	從 Functional Consultant?
1101120	1103120	我們需要
1103120	1105120	我們需要
1105120	1107120	我們需要
1107120	1109120	我們需要
1109120	1111120	一些
1111120	1113120	的
1113120	1115120	Functional Consultant
1115120	1119120	We need some documents from the Functional Consultant
1119120	1120120	OK
1120120	1122120	We need a training
1122120	1125120	We need training
1125120	1129120	We need end-to-end training from the Functional Consultant
1129120	1131120	OK, very good
1131120	1132120	好,Katy
1132120	1133120	你有没有什么东西可以扩展的?
1133120	1135120	你有什么东西?
1135120	1136120	你需要什么?
1136120	1138120	嗯
1138120	1140120	嗯
1140120	1157620	I need a test script
1157620	1163860	Test a document
1163860	1166500	Test a script
1166500	1167960	Test a script
1167960	1170100	Test a
1170120	1178120	对吧?好,那 the issue has been什么 to the technical team?
1178120	1180120	转移怎么说?
1180120	1181120	Transfer.
1181120	1187120	Transfer, has been transferred to the technical team.
1187120	1191120	好,这里就是一个 handover,就是转移,OK.
1191120	1198360	OK,so the issue has been handed over to the technical team.
1198360	1201840	You transfer it to the technical team,也可以。
1203840	1209000	We will provide a unit, the permanent fix is ready,
1209000	1214640	when the permanent, permanent就是永久的。
1221120	1228120	We will provide support.
1228120	1230120	可以,可以。
1230120	1232120	We will provide a,
1232120	1234120	這個詞大家沒學過,
1234120	1236120	但是這個詞也是很好。
1236120	1237120	我們有時候會叫它
1237120	1239120	work around,
1239120	1242120	就是臨時的一個解決方案,
1242120	1244120	work around.
1244120	1246120	或者說,
1246120	1250120	We can provide a short term solution,
1250120	1251720	Short-term solution
1251720	1252660	就是一个短期的
1252660	1253620	或者temporary
1253620	1255820	temporary是不是临时的
1255820	1259120	workaround
1259120	1260560	OK 这是一个很棒的词
1260560	1262800	我把它highlight成的黄色
1262800	1263520	这样的话
1263520	1265340	通过我们这样的练习呢
1265340	1265900	你也可以
1265900	1267360	就记住一些
1267360	1269040	很实用的一些单词
1269040	1269680	OK
1280120	1285340	好,那我们再到这个
1285340	1287900	team之间的communication
1287900	1290120	SD needs什么
1290120	1292080	from MM before creating
1292080	1292960	the data
1292960	1294580	configuration
1294580	1296480	可以
1296480	1300480	master
1300480	1301080	master
1301080	1303320	master data
1303320	1305420	master data,可以
1305420	1307520	或者说needs confirmation
1307520	1309360	他们之间可能要配合
1309360	1310480	我们之间也要需要
1310480	1312960	比如说我们有一些MM接口的地方
1312960	1314540	我们也需要他们的 confirmation
1314540	1316940	那我们也是
1316940	1318540	need support, need confirmation
1318540	1321020	need solution from MM
1321020	1322720	so that's good
1322720	1324940	If I require the
1324940	1326700	pricing conditions
1326700	1327860	to be
1327860	1328080	什么
1328080	1337260	建立这个pricing
1337260	1338200	condition to be
1338200	1339520	created
1339520	1341920	to be created
1341920	1343360	created
1343360	1345620	还有呢
1345620	1349120	to be tested
1349120	1349820	也可以吧
1349820	1350680	就是被测试
1350680	1353020	或者这里是
1353020	1354400	to be finalized
1354400	1355840	就是他们的pricing condition
1355840	1356640	要finalize
1356640	1356920	OK
1356920	1357840	好
1357840	1358660	那这finalized
1358660	1360080	我们学过对吧
1360080	1362920	我们学过的
1362920	1364160	我们把它先标记一下
1364160	1364820	confirmation
1364820	1365660	好
1365660	1366700	那我们就学会
1366700	1367700	看他们在什么词
1367700	1372260	Basis will change once QA approved
1372260	1373340	Basis是干嘛的
1373340	1375120	We will conduct
1375120	1378120	Conduct the changes
1378120	1381780	Basis once QA
1381780	1382480	Chance是什么
1382480	1387500	我们要迁移到另外一个系统
1387500	1388020	怎么说
1388020	1394000	就是你的传输请求
1394000	1395540	传输请求你
1395540	1398800	Transport the request
1398800	1403980	Very good. We'll transport the changes
1403980	1408800	Okay. Once the QA approves. Okay. Very good.
1409260	1414880	Keep going on. Okay. Please submit your cutover activity by end of the day.
1414880	1419860	Completed
1419860	1422020	Completed
1422020	1423920	Cut over
1423920	1426160	Activity
1426160	1428600	By end of the day
1428600	1430200	OK Bingo
1430200	1431120	Good
1431120	1432880	We need什么什么 support
1432880	1434840	For the first week after go live
1434840	1436420	记得吗
1436420	1438300	我们第一个星期的那个support
1438300	1439360	叫什么support啊
1439360	1442760	Cut over support
1442760	1443860	No
1443860	1446120	Go Live Support
1446120	1448200	Go Live Support
1448200	1449080	它细分
1449080	1451320	Hyper什么
1451320	1452240	学过没有
1452240	1453620	Hypercare
1453620	1457120	我记得学过
1457120	1458660	超级管理
1458660	1460120	Hypercare
1460120	1463640	We need hypercare support
1463640	1466000	For the first week after
1466000	1466560	Go Live
1466560	1468600	Go Live以后的第一个星期
1468600	1470660	我们叫Hypercare Support
1470660	1471000	OK
1471000	1473280	OK
1473860	1476980	Let's document the cutover checklist.
1477760	1478800	可以,还有呢?
1479340	1480280	那我们列出来呢?
1480800	1482140	Let's sort out.
1483920	1485740	让我们看一看呢?
1488100	1489720	Let's look.
1492440	1493280	Reveal.
1493280	1494860	Reveal,对。
1495220	1497100	我们还可以把刚刚学过的
1497100	1498440	Work什么?
1500100	1501080	Workflow.
1501920	1503720	Workthrough, no workflow.
1503860	1504800	Walk through
1504800	1505720	Walk through
1505720	1506180	都可以
1506180	1506680	对
1506680	1507420	Let's review
1507420	1508320	Let's walk through
1508320	1508680	OK
1508680	1509280	都可以
1509280	1510280	好吗
1510280	1511160	OK
1511160	1511580	好
1511580	1514480	我们再到下头
1514480	1515380	一个这个
1515380	1516460	Daily的Meeting
1516460	1516820	OK
1516820	1518240	So yesterday
1518240	1519540	什么MASA data
1519540	1521060	Yes
1521060	1522160	I completed
1522160	1523320	The master data
1523320	1523900	Upload
1523900	1525160	OK
1525160	1526440	OK
1526440	1526460	OK
1526460	1527060	Very good
1527060	1527620	好
1527620	1528220	那我在这里
1528220	1529060	我没有把这个
1529060	1529680	长起来
1529680	1530120	我把这个
1530120	1530860	长起来的话
1530860	1531880	你们看看
1531880	1532560	还可以用什么
1532560	1533840	词来替代一下
1533860	1535860	我可以測試嗎?
1535860	1537860	我會什麼?
1537860	1539860	我會什麼?
1543860	1547860	我會 run the price procedure
1547860	1551860	OK,我會 run the price procedure
1551860	1553860	還可不可以說,我會 create
1553860	1555860	Creature
1555860	1557860	I will create the pricing procedure
1557860	1559860	我會測試
1559860	1561860	我可以測試嗎?
1561860	1564540	I will test.
1566660	1570860	好,Kitty,你要发声啊,我要听到你的声音。
1572140	1577660	好,waiting for the integration test environment,就是blocker,
1577700	1580480	他就说,I'm still waiting for the integration,
1581620	1585980	for the integration test,OK?
1586720	1588500	好,那你在想想,这integration test,
1588500	1618480	Integration Test Environment。
1618500	1625500	What's the United...What's the UIT information for?
1625500	1628500	What's the environment for?
1628500	1641500	What's the environment for users to do UIT test?
1641500	1645500	What's the system for UIT test?
1645500	1648380	What's our system for UAT test?
1648380	1652180	好,我们下面来
1652180	1664060	Please compare the exist
1664060	1667560	OK,please compare the expected
1667560	1671640	or please document the expected
1671640	1673280	where's the actual result
1673280	1675180	or please describe
1675180	1677820	描述,describe the expected
1677820	1679940	versus the actual
1679940	1680900	result,OK
1680900	1684340	好的,那我这里都没有给你封起来
1684340	1686100	我就要把它封起来
1686100	1686640	OK
1686640	1693580	好的
1693580	1696780	那这几个
1696780	1701120	好,那你到这里来看
1701120	1703200	这个是什么
1703200	1704200	你是不是?
1707880	1709600	三个连的一起, OK.
1712200	1713400	第2个。
1714800	1717880	We will as a different and assign.
1718200	1720400	Defect, defect,就是错误的。
1721200	1725800	We will as a sign it.
1725800	1727800	我們會用這個
1727800	1729800	我們會用這個
1729800	1731800	我們會用這個
1731800	1733800	我們會用這個
1733800	1735800	我們會用這個
1735800	1737800	我們會用這個
1737800	1739800	我們會用這個
1739800	1741800	我們會用這個
1741800	1743800	我們會用這個
1743800	1745800	我們會用這個
1745800	1747800	我們會用這個
1747800	1749800	我們會用這個
1749800	1751800	我們會用這個
1751800	1753800	我們會用這個
1753800	1755800	and assign it to ABAPA.
1755800	1757800	Assign,學過吧?
1757800	1759800	Assign, yeah.
1759800	1761800	Please assign the ticket to ABAPA, okay?
1761800	1763800	嗯
1763800	1765800	他這裡說是 ABAPA.
1765800	1767800	ABAPA也可以.
1767800	1769800	So can the business
1769800	1771800	在這種情形之下?
1771800	1773800	appear
1773800	1775800	this kind of business
1775800	1777800	他們 UAT
1777800	1779800	測試完以後他們要簽字
1779800	1781800	簽字怎麼說?
1781800	1784560	就是一个sign吗
1784560	1786280	sign的
1786280	1787620	no
1787620	1790900	sign off
1790900	1792000	sign off
1792000	1793460	没有的
1793460	1794180	sign off
1794180	1795120	这是一个文句
1795120	1796540	can basically sign off
1796540	1797460	okay
1797460	1800480	so我们需要那个用户
1800480	1802940	签署这个UAT的测试
1802940	1804980	we need
1804980	1806620	we need the users
1806620	1808100	to sign off
1808100	1808740	for the
1808740	1810500	UAT test
1810500	1814940	我们需要商业用者 sign off
1814940	1816500	这个试图的结果
1816500	1821540	我们需要用者 sign off
1821540	1824280	UAT test document
1824280	1826320	OK UAT test
1826320	1830260	就不要不重复地说
1830260	1830760	OK
1830760	1833760	Expected result and actual result
1833760	1834400	好
1834400	1837920	那今天你们都可以看一看
1837920	1839700	其实这些英文的句子
1839700	1841020	都不是很难的句子
1841020	1843400	但是呢我们要学会就是这些关键字
1843400	1845200	我们要能表达出来
1845200	1846000	好吧
1846000	1846860	好
1846860	1848900	那我们再来去review一下子
1848900	1850360	上节课的话
1850360	1851340	上周五的话
1851340	1852940	我们是这边周六
1852940	1854520	我们学了些什么
1854520	1858280	我们是不是学了一些glossary
1858280	1862220	就是学了一些简单的东西
1862220	1864280	简单的一些句子
1864280	1865300	就是一些句式
1865300	1865720	OK
1865720	1867720	好那我们不在乎这些东西
1867720	1869600	但是呢我们学的这些句子呢
1869600	1870680	关键的这些词呢
1870680	1872980	我们要拿出来把它用起来
1872980	1873720	好吗
1873720	1874980	学了很多的单词
1874980	1877420	I learn a lot of words
1877420	1880720	那就是我们看到这些东西的话
1880720	1882260	我们随便就在那里
1882260	1882800	咕咕咕
1882800	1883800	deal with
1883800	1885300	so how can you deal with
1885300	1886800	so he's very mean
1886800	1888760	就是他对我很差
1888760	1890120	so how can I deal with him
1890120	1893120	so I think the task is very
1893120	1895820	就是你有时候你可以说成人
1895820	1897220	有时候你可以说成物
1897220	1898260	有时候你可以用
1898260	1901080	主动时态有时候你就变化成被动时态
1901080	1904980	你说这 task is really hard for me
1904980	1906880	so it's really hard to be
1906880	1908420	dealed with this task
1908420	1910060	to be deal with
1910060	1912940	it's really hard to be deal with
1912940	1913260	right
1913260	1915000	就是这个任务很难
1915000	1916640	然后就很难去做这个
1916640	1918880	或者说 I cannot handle it
1918880	1921400	I cannot deal with this task
1921400	1923180	就是转过来转过去
1923180	1923600	对
1923600	1925260	转过来转过去来说
1925260	1925660	对吧
1925660	1928800	好 这些词真的是非常高频词
1928800	1929860	而且非常有用的
1929860	1932000	我们就是要把它变成自己的东西
1932000	1934920	OK 好 当你看到这些词的时候呢
1934920	1936360	你就是自己去模仿
1936360	1937620	你看就像我那样子的
1937620	1939220	我们去模仿
1939220	1941440	或者就是identify identification
1941440	1942560	你把它变一变
1942560	1943860	那这是个动词的话
1943860	1945800	我就知道identify the issue
1945800	1949960	identify the root cause
1949960	1951760	identify the root reason
1951760	1954000	就是你可以把它串一串
1954000	1955720	就是发现了这根本的原因
1955720	1956140	对吧
1956140	1958640	好
1958640	1962440	那我们今天的上次我们说过
1962440	1964360	我们今天要学一点点PP的东西
1964360	1966700	好那我们请同学来读一下
1966700	1968940	PP的这个和FICO的
1968940	1969560	integration
1969560	1970480	这没学到对吧
1970480	1971420	没有
1971420	1974920	好今天我们学PP and FI
1974920	1975760	integration
1975760	1976160	OK
1976160	1979320	Katy could you please read this paragraph
1979320	1981820	OK
1981820	1982820	OK
1985820	1986820	FIPP
1987420	1988820	Integration
1988820	1989820	Page
1989820	1990820	Place
1991820	1993820	Integration
1994620	1995820	PakesPlace
1995820	1996820	Place
1996820	1997820	Place
1997820	1998820	Place
1998820	1999820	Many
1999820	2000820	Place
2000820	2001820	Place
2001820	2002820	Place
2002820	2003820	Place
2003820	2004820	Place
2004820	2005820	Place
2005820	2006820	Place
2006820	2007820	Place
2007820	2008820	Place
2008820	2009820	Place
2009820	2010820	Place
2010820	2011820	Place
2011820	2015100	routing master state
2016220	2021900	co document will be generated for 2040
2022460	2028540	when you issue good roll materials to production against production orders and
2029260	2040780	order the f5 and co entries will get generate co27 movement type 261
2041820	2048780	FI-COSAC.toInventoryAC,
2050620	2062300	CO Primary Car Support Team will be triggered against the Car Center.
2062300	2066620	好的,那我们先来看一下这个FICO
2066620	2079280	所以我跟同學聊天的時候,我會問,What's the stage of your project?
2079280	2082080	你的項目是在哪個階段?
2082080	2084780	我們新手就拿來用。
2084780	2088140	OK,Stage, integration, take place.
2088680	2091420	When you create and release the production order,
2091920	2095200	Create,我們學了好多遍,對吧?
2096620	2101140	好,然后release,那就是release,我们想一下我们release有什么?
2102760	2104680	release our transport, right?
2106260	2111260	release the request
2111260	2115320	OK,release the request,对了,很好
2115320	2118640	好,release
2118640	2126600	request
2126620	2133620	OK
2133620	2134740	还可以release
2134740	2135260	billion
2135260	2139420	对吧
2139420	2140040	release
2140040	2140860	好
2140860	2142740	那我们在下面继续看
2142740	2144480	release
2144480	2145780	the production order
2145780	2147240	the plant costs
2147240	2148460	will be calculated
2148460	2149440	from BOM
2149440	2151940	它这个计划的价格呢
2151940	2153260	就会在这个BOM里头
2153260	2154120	会去计算
2154120	2156220	然后它这个routing
2156220	2158200	就是公益路线的主数据呢
2158200	2160360	然后相应的
2160360	2161800	CO document will be
2161800	2162020	什么
2162020	2163980	generated
2163980	2166260	学过好多次对吧
2166260	2167800	重复的用对吧
2167800	2169900	好那就是
